step_num,timestamp,peak_g,step_interval,step_interval_var_5,peak_g_var_5,gyro_norm_at_peak,gyro_x_rms,gyro_y_rms,gyro_z_rms,lr_asymmetry,gravity_x_std,gravity_y_std,pitch_std,roll_std,heading_change,step_length
1,15:33:11,0.46447108785992763,0.5,0.0,0.0,4.804555875609653,0.7896393367404414,2.8376441474564804,2.0547143817807565,0.46447108785992763,0.37337763780183414,0.15451400822165795,0.1685363690567419,0.5324402320883227,0.0,0.31597399330037523
2,15:33:12,0.2379846857366858,0.35831308364868164,0.010037591132572743,0.0256480451733654,4.259843104400126,1.2372516328140144,2.862471015662686,2.479173811681164,0.22648640212324184,0.404608234640156,0.5404018074807736,0.5945035738138924,0.777713976969388,-0.4278516374828454,0.2648419482732676
3,15:33:13,0.25679525308855633,0.8158999681472778,0.05487562150095471,0.015796530023135996,4.704088115429741,2.266568552409069,2.3499357017277154,1.834680505480912,0.018810567351870533,0.2092726561434905,0.16583135531186774,0.22034727209363758,0.5581999163537609,0.3272559265225615,0.34290863351928685
4,15:33:13,0.8698876445960607,0.3781369924545288,0.044677810988455725,0.08619378287951851,4.023116999142143,2.182448309511098,2.0829373326774836,2.376314851598778,0.6130923915075044,0.28947092144209374,0.19214732117910055,0.3025178051032932,1.3280898317397847,1.601978462150805,0.3896494406744838
5,15:33:13,0.8950896277565765,0.53746497631073,0.033627210403726335,0.10297997374859849,2.7936355181092187,1.5468759776385628,1.780088970956814,1.9947015359373683,0.025201983160515806,0.35363674728177547,0.14991631784175083,0.263094098235674,2.346964571576709,-0.3051022917845969,0.38950571172644327
6,15:33:14,0.45944899910269776,0.4180309772491455,0.03570719948824746,0.10318684214076826,6.55059872594851,1.5633894357654028,1.830547346700323,0.4452693344816368,0.43564062865387876,0.045147530075156705,0.05497903311495901,0.1323780777067321,0.16193161998032685,0.21563399342573952,0.37215103775089214
7,15:33:14,0.9471959338709119,0.6172890663146973,0.030570964712019588,0.0953245060081202,2.8190247641032866,1.4115010237335353,1.7054664022947377,0.6486586562265636,0.4877469347682142,0.044244288528369105,0.05263991529379253,0.13058124301241086,0.42983966370475446,-0.39703318013929934,0.36932527677324206
8,15:33:15,0.655229365142226,0.29831600189208984,0.016207495804034976,0.04163260208040748,1.6766457862479685,1.494877875407837,1.9520517734176979,0.7549352614435061,0.291966568728686,0.04635672181997433,0.0495967789157332,0.12763630015304367,0.41337979674133857,-0.3715980194526638,0.4028509455813232
9,15:33:15,0.32606438614667455,0.5773189067840576,0.017000454475649462,0.07236187174739496,3.4159779726717203,1.733362145373882,1.4039699498517684,0.7311778081656592,0.3291649789955514,0.032867075412780784,0.05036291958405211,0.1329815539147073,0.4786066196333129,0.9202601785090114,0.30431085324132434
10,15:33:16,0.8281857975996367,0.4379730224609375,0.016603272195953877,0.06527935088877143,2.2576733518192778,2.025179323819295,1.2377097656560276,0.6234351088948834,0.5021214114529622,0.031987405464404574,0.06402021611078385,0.15455416880715472,0.5044288788748504,-1.153034087196044,0.4082818401984234
11,15:33:16,0.4638782765841232,0.5531520843505859,0.0167582442928051,0.06487627736687014,2.8830235657046854,2.114413339152998,1.1986201395533853,0.6974251298190173,0.36430752101551356,0.03373084925179807,0.0657956139854797,0.1665194864642793,0.5656903995066308,1.1514502180052362,0.352529627574802
12,15:33:17,0.931725970224872,0.43943095207214355,0.012370839952080813,0.06257978294829841,1.3940233280337677,2.1852565079732096,1.1481676451353648,0.6436020156305495,0.46784769364074885,0.03200218630814596,0.07069814942518642,0.17624232162327877,0.5717231770759091,-1.370964861189963,0.40631929886507406
13,15:33:17,0.30646808644334045,0.5201829671859741,0.0041423038929593765,0.0844282655306588,3.3340909599529662,2.224588415752005,1.5624512102278032,0.6774083571824563,0.6252578837815316,0.03488984129234534,0.07016175533379305,0.17168021238412035,0.5744771320697278,1.2019123244908767,0.3429087256557926
14,15:33:18,0.9854683430996368,0.3741910457611084,0.005111612190401615,0.09054801743870629,2.2680989882560225,2.165451596893727,1.9595598617808538,0.7787404759462629,0.6790002566562964,0.037668737424597316,0.05512403737924366,0.14723862309131538,0.5411658177644407,-1.4291865386730584,0.45748223367056307
15,15:33:18,0.3466433164028425,0.5212799310684204,0.005374435970817615,0.10681849269169315,3.385262423327759,2.1033492339992277,1.849600941040545,0.8919184245622681,0.6388250266967943,0.0471264923313442,0.05750271764314692,0.1577477171837394,0.5944782634147021,1.3329254623219893,0.38155291468695995
16,15:33:19,1.3589015224573493,0.37837302684783936,0.005235218748315163,0.20305621464438228,3.8941295680647814,2.337244589668945,2.0689700912420577,0.981113500067268,1.012258206054507,0.04882355256002765,0.06551990627943444,0.1734789661593744,0.594374731003913,-1.573731149447993,0.48554890875801837
17,15:33:19,0.5115814528401608,0.5174310207366943,0.006168855973292864,0.20771420659239256,3.398574206926889,2.3268948783619043,1.885980312776992,0.9628289833893017,0.8473200696171885,0.051047221344681266,0.06746786381239524,0.17918073365072149,0.6192732074085632,1.3782723918486017,0.36680838455584797
18,15:33:19,0.8961555917988719,0.3981510400772095,0.0056149165672295,0.1606956338471998,1.5818638777122402,2.399945358392897,1.824866492476803,0.8660359133653772,0.3845741389587112,0.0397589231603428,0.06330828317938593,0.17328928237490387,0.5585534978037289,-1.4445472169972502,0.44907470716632336
19,15:33:20,0.4325224577670096,0.518530011177063,0.005184888860895853,0.17602883882760478,3.2005168652710108,2.1557939086781297,1.794275722016302,0.8781754312788004,0.46363313403186235,0.0520851546036431,0.06201367154002359,0.18286708155066245,0.6901480125014077,1.4225239787343074,0.3548400603582747
20,15:33:20,0.9607658520450687,0.3969959020614624,0.0048857798645514094,0.140143037505741,3.5620984492790226,2.313030289805463,1.9867714803488683,0.7772114711139986,0.5282433942780591,0.042548029622783624,0.06006656079016783,0.18346247747058966,0.6801924394215146,-1.5718081681663383,0.4316358828937655
21,15:33:21,0.49050105461943894,0.5372720956802368,0.004888676133828085,0.06217979769803637,3.9951004430800294,2.2255266162995024,1.9484575195841778,0.8468296598333402,0.47026479742562977,0.05225182653910528,0.06082344297419772,0.18507708190628058,1.2909623150614649,1.6809562519178942,0.3571870005992896
22,15:33:21,1.284902906002478,0.37844300270080566,0.0057114991288813146,0.1250526693644151,3.3680398296317184,2.532661012260011,2.0884327374297427,0.7855011860577188,0.794401851383039,0.04936239249519129,0.07012301913578438,0.19944140059903526,1.2905673835039035,-1.4486206985763537,0.45630973617980747
23,15:33:22,0.6537372453479451,0.517441987991333,0.005710843559721467,0.1267230916740059,3.858452893232013,2.473486512966568,1.7457178389975947,0.7108284297024746,0.6311656606545328,0.04064471706836268,0.07251149152590827,0.20298289017053336,0.7703612151917517,1.258295498808052,0.36147618322461
24,15:33:22,1.0970968265366006,0.39826297760009766,0.005669556017939215,0.10474771141199357,2.845316537907869,2.544790766158025,1.9732316796626166,0.658366168307791,0.4433595811886555,0.032049705331538524,0.07007536197523762,0.19752737823577846,0.668755664674302,-1.2952009831152789,0.42708371424698705
25,15:33:23,0.46543944062689546,0.5172610282897949,0.0056346045276285395,0.13812416454380225,3.1091784218116145,2.344256670156039,1.7793702316225575,0.6854411706470075,0.6316573859097051,0.0400835081360521,0.07149804956363179,0.20255308935850858,0.7387851232497281,1.2800007017079502,0.3599989246866695
26,15:33:23,1.1483719758016322,0.3983769416809082,0.004802774254511632,0.12342533102164238,2.0792825579018452,2.429750374864117,1.7776931031828769,0.6260519085194866,0.6829325351747367,0.03386341420840848,0.06499266503647241,0.19236784009864116,0.7157183701098169,-1.3760713933726691,0.43506301183490076
27,15:33:24,0.44003123141237577,0.4976639747619629,0.0038593908555412783,0.11622509918588804,2.925305171202515,2.328998603694164,1.3837091889006388,0.7150516003519883,0.7083407443892564,0.041865258162090885,0.06627916270047249,0.19317737988483974,0.7532854428394383,1.745868448896736,0.3826465121510907
28,15:33:24,1.0292581224491413,0.398171067237854,0.003624890054456387,0.12430072300926824,3.3478252861683515,2.4629292220389787,1.6161997579112777,0.7742622783781645,0.5892268910367655,0.03956568304992419,0.06065949051793524,0.18287047926039432,0.6708096602129904,-1.7319806623274692,0.44474574523988825
29,15:33:25,0.3310942386328366,0.5171079635620117,0.0038538909171251133,0.14166742950213004,2.5288368082540367,2.1934589302603786,2.061016239891704,0.8385280655507371,0.6981638838163047,0.04783522093697359,0.06069500212467088,0.18722383184645933,0.7194124038528569,1.7177886413151402,0.37828404172218344
30,15:33:25,1.071456056495119,0.41895198822021484,0.003253162853607705,0.14924478407179753,2.62410268676745,2.32878415144828,2.170966602713621,0.8205314444512569,0.7403618178622824,0.04286435816134997,0.06815059755761138,0.2006563368049395,0.6494906604207019,-1.7829883421394905,0.44261482692660453
31,15:33:25,0.3892290488252733,0.49682700634002686,0.0028447221081037808,0.13380667129443677,1.7125806997804132,2.2114469060263042,1.4932562203715578,0.7193884274783219,0.6822270076698457,0.03719926184823708,0.0703642910853179,0.20442496079431785,0.7845476559132072,1.9621239104127564,0.3691503587383359
32,15:33:26,1.0922462272574944,0.4181400537490845,0.002840348040659535,0.14968924461956984,0.9990169121126589,2.357258256735984,1.6344146418336791,0.6884118806422999,0.7030171784322211,0.03164124078308112,0.07820607211765468,0.21832257589652113,0.729223931727415,-1.9524108447901525,0.4283567696917393
33,15:33:26,0.36043319556367603,0.5151839256286621,0.002555807567058821,0.1566880249669946,2.8262079349136067,2.2352097292986737,1.493312375993059,0.7640700314867728,0.7318130316938184,0.03600591879550859,0.08073474422360623,0.21995434332514868,0.8030051007413305,1.5339803235814122,0.37323124449076217
34,15:33:27,1.0039715030562655,0.38073205947875977,0.0032843675755785283,0.14032142638921957,3.29482023534955,2.278766224799333,1.605262058709818,0.7435193097232864,0.6435383074925894,0.03494527732592459,0.0712439410288545,0.20698577955790637,0.7587091142828517,-1.3955771719933792,0.4430343866804495
35,15:33:27,0.37720162819765823,0.5170609951019287,0.0038842347056871063,0.13675050133624028,2.892431121952722,2.195709771677514,1.4229667664545993,0.665376199410048,0.6267698748586072,0.03455784597667021,0.06731928416119383,0.1968333374808202,0.7058423613629434,1.5043016080903482,0.3569579756524186
36,15:33:28,1.0967443935611807,0.3982529640197754,0.004287965329911003,0.1465208871352141,3.8793807223764687,2.358486095271325,1.7062266057902633,0.6902370230862854,0.7195427653635225,0.03238433454323842,0.0646535487471972,0.19187845078489763,0.6187019336173505,-1.6253212136743787,0.4372122273760927
37,15:33:28,0.3703928412973927,0.497344970703125,0.004444316665058068,0.14024600212521082,1.3751502800863151,2.193451788334316,1.736105067497324,0.7108122673073647,0.726351552263788,0.042895562601917375,0.0657872330178912,0.200527483535231,0.7259059688385306,1.9087770168560827,0.34577962895996367
38,15:33:29,0.992081513058859,0.4181441068649292,0.003733353698453357,0.13119568509708848,3.077700430533233,2.301104588708159,1.8432678466330819,0.6566221349842069,0.6216886717614664,0.03753739196573944,0.05854689702485422,0.19083563633097197,0.6573568651115722,-1.8516043404121103,0.4305778314594686
